lambda,continuation_branch_type,continuation_total,continuation_E0,continuation_overlap,best_catalog_key,best_catalog_branch_type,best_catalog_source_lambda,best_catalog_total,best_catalog_E0,best_catalog_overlap,energy_gap_cont_minus_best
0.05,Type B candidate,18.749377078943144,18.662768634041118,1.7321688980405079,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,20.22116615480097,20.050070246099686,3.4219181740256346,-1.4717890758578243
0.1,Type B candidate,18.128737553092538,18.05220504677203,0.7653250632050679,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,20.39226206350225,20.050070246099686,3.4219181740256346,-2.263524510409713
0.15,Type B candidate,17.781709616965813,17.7273865542347,0.3621537515407566,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,20.56335797220353,20.050070246099686,3.4219181740256346,-2.781648355237717
0.2,Type B candidate,17.333019989067164,17.285408849735475,0.2380556966584421,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,20.734453880904812,20.050070246099686,3.4219181740256346,-3.401433891837648
0.3,Type B candidate,17.06399230786618,17.0247412953282,0.13083670845992748,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,21.076645698307377,20.050070246099686,3.4219181740256346,-4.012653390441198
0.4,Type B candidate,16.82725434052249,16.80270113360736,0.06138301728782285,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,21.41883751570994,20.050070246099686,3.4219181740256346,-4.5915831751874485
0.5,Type B candidate,16.750327392651634,16.729262428010877,0.04212992928151314,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,21.761029333112504,20.050070246099686,3.4219181740256346,-5.010701940460869
0.75,Type B candidate,16.691789369119583,16.681058046816865,0.014308429736955036,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,22.616508876618912,20.050070246099686,3.4219181740256346,-5.924719507499329
1.0,Type B candidate,16.609606479131045,16.596421993918163,0.01318448521288089,Type B candidate|co0.12|ov3.4|sep5.2,Type B candidate,0.0,23.47198842012532,20.050070246099686,3.4219181740256346,-6.8623819409942755
